(0.0002117299588, 1)
(0.0002077049036, 1)
(0.0002121677674, 1)
(0.0002121219804, 1)
(0.00021216849, 1)
(0.000212053828, 1)
(0.000212077256, 1)
(0.0002120943201, 1)
(0.0002093665861, 1)
(0.0002112238515, 1)
(0.0002121575153, 1)
(0.0002120666246, 1)
(0.0002120102406, 1)
(0.0002115950627, 1)
(0.0002068252327, 912)
(0.0002120745847, 1)
(0.0002120698973, 3)
(0.0002120690279, 2)
(0.0002120723475, 2)
(0.0002120715559, 3)
(0.0002068499261, 1)
(0.000212126868, 1)
(0.0002123229092, 1)
(0.0002120707396, 1)
(0.0002121362053, 1)
(0.00021202088, 1)
(0.0002120785224, 1)
(0.0002120224392, 2)
(0.0002120473958, 1)
(0.0002120481525, 1)
(0.0002120477798, 1)
(0.0002120216714, 1)
(0.0002119709509, 1)
(0.0002120231845, 1)
(0.0002126838669, 1)
(0.0002121238166, 5)
(0.0002120731271, 4)
(0.0002120289983, 1)
(0.000212229183, 1)
(0.0002121488009, 1)
(0.0002121746334, 1)
(0.000212136067, 1)
