(0, 910)
(100, 1)
(150, 1)
(200, 1)
(1900, 1)
(2050, 1)
(2600, 1)
(2700, 3)
(2850, 1)
(3100, 2)
(3150, 3)
(3200, 2)
(3250, 7)
(3300, 3)
(3350, 3)
(3400, 1)
(3450, 2)
(3600, 1)
(3650, 1)
(3750, 1)
(3850, 1)
(4000, 1)
(4350, 1)
(6600, 1)
(6700, 2)
(6800, 2)
(6900, 1)
(7700, 1)
(8000, 1)
(8100, 1)
(8300, 1)
(8800, 1)
(9500, 2)
(9900, 1)
(10300, 1)
(35300, 1)
