(0.0, 1)
(0.0, 830)
(0.14, 1)
(0.19, 1)
(0.26, 1)
(0.28, 1)
(0.28, 1)
(0.38, 1)
(0.4, 1)
(0.41, 1)
(0.46, 1)
(0.48, 1)
(0.5, 7)
(0.52, 1)
(0.53, 1)
(0.58, 1)
(0.59, 1)
(0.59, 1)
(0.6, 2)
(0.63, 1)
(0.66, 1)
(0.66, 1)
(0.67, 1)
(0.7, 2)
(0.74, 2)
(0.75, 1)
(0.78, 1)
(0.8, 1)
(0.82, 2)
(0.83, 4)
(0.84, 1)
(0.9, 5)
(1.0, 49)
